trace_id,span_id,trace_state,parent_span_id,flags,name,kind,start_time_unix_nano,end_time_unix_nano,attributes,dropped_attributes_count,events,dropped_events_count,links,dropped_links_count,status,resource,resource_schema_url,instrumentation_scope,span_schema_url
d07a7dbab3bb3a22b445d7a036e534ab,41fd5901d67e2c86,null,776e7a4b5a976804,256,GET,SPAN_KIND_CLIENT,1761344582878449174,1761344582966615216,"{""http.method"":""GET"",""http.url"":""http://frontend-proxy:8080/api/cart"",""http.status_code"":""200""}",null,[],null,[],null,"{""message"":null,""code"":null}","{""attributes"":{""telemetry.sdk.version"":""1.38.0"",""telemetry.sdk.language"":""python"",""os.type"":""linux"",""host.name"":""docker-desktop"",""service.namespace"":""opentelemetry-demo"",""telemetry.sdk.name"":""opentelemetry"",""service.name"":""load-generator"",""service.version"":""2.1.3""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.6.1,"{""name"":""opentelemetry.instrumentation.requests"",""version"":""0.59b0"",""attributes"":{},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.11.0
8152f86a9264ac1ebcdaa867facd5719,5bbc2da2c2e03634,null,0990ad62831df704,257,resolve page components,SPAN_KIND_INTERNAL,1761344581341000000,1761344581341245167,"{""next.route"":""/"",""next.span_name"":""resolve page components"",""next.span_type"":""NextNodeServer.findPageComponents""}",null,[],null,[],null,"{""message"":null,""code"":null}","{""attributes"":{""container.id"":""83ba40a956f580429c9e0a1ce3c194b15644a37b14a64f2d41002bc7cd35b3dc"",""process.command"":""/app/server.js"",""process.command_args"":""[\""/nodejs/bin/node\"",\""--require=./Instrumentation.js\"",\""/app/server.js\""]"",""telemetry.sdk.language"":""nodejs"",""service.name"":""frontend"",""os.version"":""6.10.14-linuxkit"",""process.executable.path"":""/nodejs/bin/node"",""process.pid"":""1"",""process.runtime.name"":""nodejs"",""process.runtime.version"":""22.21.0"",""service.version"":""2.1.3"",""os.type"":""linux"",""process.owner"":""nonroot"",""telemetry.sdk.name"":""opentelemetry"",""service.namespace"":""opentelemetry-demo"",""host.arch"":""arm64"",""process.executable.name"":""/nodejs/bin/node"",""host.name"":""docker-desktop"",""telemetry.sdk.version"":""2.2.0"",""process.runtime.description"":""Node.js""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.6.1,"{""name"":""next.js"",""version"":""0.0.1"",""attributes"":{},""dropped_attributes_count"":null}",null
8152f86a9264ac1ebcdaa867facd5719,0990ad62831df704,null,b001679208fdd53d,257,GET,SPAN_KIND_SERVER,1761344581339000000,1761344581357726500,"{""next.span_type"":""BaseServer.handleRequest"",""http.method"":""GET"",""http.status_code"":""200"",""http.target"":""/"",""next.span_name"":""GET"",""next.rsc"":""false""}",null,[],null,[],null,"{""message"":null,""code"":null}","{""attributes"":{""process.runtime.name"":""nodejs"",""host.arch"":""arm64"",""process.runtime.version"":""22.21.0"",""telemetry.sdk.name"":""opentelemetry"",""service.name"":""frontend"",""host.name"":""docker-desktop"",""service.namespace"":""opentelemetry-demo"",""process.executable.path"":""/nodejs/bin/node"",""process.owner"":""nonroot"",""process.command_args"":""[\""/nodejs/bin/node\"",\""--require=./Instrumentation.js\"",\""/app/server.js\""]"",""process.pid"":""1"",""telemetry.sdk.version"":""2.2.0"",""container.id"":""83ba40a956f580429c9e0a1ce3c194b15644a37b14a64f2d41002bc7cd35b3dc"",""os.type"":""linux"",""telemetry.sdk.language"":""nodejs"",""os.version"":""6.10.14-linuxkit"",""process.runtime.description"":""Node.js"",""process.executable.name"":""/nodejs/bin/node"",""process.command"":""/app/server.js"",""service.version"":""2.1.3""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.6.1,"{""name"":""next.js"",""version"":""0.0.1"",""attributes"":{},""dropped_attributes_count"":null}",null
d07a7dbab3bb3a22b445d7a036e534ab,1411c4c3e98a5bea,null,e7bd24dc5ebb6645,257,tcp.connect,SPAN_KIND_INTERNAL,1761344582885000000,1761344582885680084,"{""net.peer.name"":""172.19.0.11"",""net.transport"":""ip_tcp"",""net.peer.ip"":""172.19.0.11"",""net.host.port"":""43538"",""net.peer.port"":""7070"",""net.host.ip"":""172.19.0.25""}",null,[],null,[],null,"{""message"":null,""code"":null}","{""attributes"":{""process.executable.name"":""/nodejs/bin/node"",""host.arch"":""arm64"",""service.version"":""2.1.3"",""process.runtime.description"":""Node.js"",""process.command"":""/app/server.js"",""container.id"":""83ba40a956f580429c9e0a1ce3c194b15644a37b14a64f2d41002bc7cd35b3dc"",""telemetry.sdk.version"":""2.2.0"",""service.namespace"":""opentelemetry-demo"",""process.command_args"":""[\""/nodejs/bin/node\"",\""--require=./Instrumentation.js\"",\""/app/server.js\""]"",""process.runtime.version"":""22.21.0"",""service.name"":""frontend"",""process.owner"":""nonroot"",""process.executable.path"":""/nodejs/bin/node"",""host.name"":""docker-desktop"",""os.type"":""linux"",""telemetry.sdk.language"":""nodejs"",""telemetry.sdk.name"":""opentelemetry"",""process.runtime.name"":""nodejs"",""process.pid"":""1"",""os.version"":""6.10.14-linuxkit""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.6.1,"{""name"":""@opentelemetry/instrumentation-net"",""version"":""0.51.0"",""attributes"":{},""dropped_attributes_count"":null}",null
d07a7dbab3bb3a22b445d7a036e534ab,e7bd24dc5ebb6645,null,1256b2cc9bac5a5f,257,grpc.oteldemo.CartService/GetCart,SPAN_KIND_CLIENT,1761344582883000000,1761344582964454792,"{""rpc.grpc.status_code"":""0"",""rpc.service"":""oteldemo.CartService"",""net.peer.port"":""7070"",""net.peer.name"":""cart"",""rpc.system"":""grpc"",""rpc.method"":""GetCart""}",null,[],null,[],null,"{""message"":null,""code"":null}","{""attributes"":{""process.executable.path"":""/nodejs/bin/node"",""process.owner"":""nonroot"",""process.runtime.name"":""nodejs"",""telemetry.sdk.language"":""nodejs"",""process.runtime.description"":""Node.js"",""telemetry.sdk.name"":""opentelemetry"",""container.id"":""83ba40a956f580429c9e0a1ce3c194b15644a37b14a64f2d41002bc7cd35b3dc"",""host.arch"":""arm64"",""process.command"":""/app/server.js"",""process.pid"":""1"",""host.name"":""docker-desktop"",""telemetry.sdk.version"":""2.2.0"",""os.type"":""linux"",""service.version"":""2.1.3"",""service.namespace"":""opentelemetry-demo"",""service.name"":""frontend"",""process.command_args"":""[\""/nodejs/bin/node\"",\""--require=./Instrumentation.js\"",\""/app/server.js\""]"",""os.version"":""6.10.14-linuxkit"",""process.runtime.version"":""22.21.0"",""process.executable.name"":""/nodejs/bin/node""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.6.1,"{""name"":""@opentelemetry/instrumentation-grpc"",""version"":""0.207.0"",""attributes"":{},""dropped_attributes_count"":null}",null
d07a7dbab3bb3a22b445d7a036e534ab,1d351c53109d12e4,null,e5634b347df8a378,769,GET,SPAN_KIND_SERVER,1761344582880000000,1761344582965665251,"{""http.host"":""frontend-proxy:8080"",""http.user_agent"":""python-requests/2.32.4"",""http.status_code"":""200"",""net.peer.ip"":""172.19.0.27"",""net.host.name"":""frontend-proxy"",""http.flavor"":""1.1"",""net.transport"":""ip_tcp"",""http.scheme"":""http"",""http.url"":""http://frontend-proxy:8080/api/cart"",""net.host.port"":""8080"",""http.method"":""GET"",""http.target"":""/api/cart"",""http.status_text"":""OK"",""net.host.ip"":""172.19.0.25"",""net.peer.port"":""48786""}",null,[],null,[],null,"{""message"":null,""code"":null}","{""attributes"":{""process.executable.name"":""/nodejs/bin/node"",""process.owner"":""nonroot"",""process.runtime.description"":""Node.js"",""process.pid"":""1"",""process.command"":""/app/server.js"",""os.type"":""linux"",""host.name"":""docker-desktop"",""container.id"":""83ba40a956f580429c9e0a1ce3c194b15644a37b14a64f2d41002bc7cd35b3dc"",""process.executable.path"":""/nodejs/bin/node"",""process.command_args"":""[\""/nodejs/bin/node\"",\""--require=./Instrumentation.js\"",\""/app/server.js\""]"",""process.runtime.name"":""nodejs"",""os.version"":""6.10.14-linuxkit"",""telemetry.sdk.version"":""2.2.0"",""host.arch"":""arm64"",""process.runtime.version"":""22.21.0"",""telemetry.sdk.language"":""nodejs"",""service.namespace"":""opentelemetry-demo"",""telemetry.sdk.name"":""opentelemetry"",""service.name"":""frontend"",""service.version"":""2.1.3""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.6.1,"{""name"":""@opentelemetry/instrumentation-http"",""version"":""0.207.0"",""attributes"":{},""dropped_attributes_count"":null}",null
d07a7dbab3bb3a22b445d7a036e534ab,351a765dd39cb747,null,e7bd24dc5ebb6645,257,dns.lookup,SPAN_KIND_CLIENT,1761344582883000000,1761344582884354333,"{""peer.ipv4"":""172.19.0.11""}",null,[],null,[],null,"{""message"":null,""code"":null}","{""attributes"":{""service.version"":""2.1.3"",""process.runtime.version"":""22.21.0"",""telemetry.sdk.language"":""nodejs"",""process.runtime.description"":""Node.js"",""process.command"":""/app/server.js"",""process.executable.name"":""/nodejs/bin/node"",""process.executable.path"":""/nodejs/bin/node"",""host.arch"":""arm64"",""os.version"":""6.10.14-linuxkit"",""process.runtime.name"":""nodejs"",""process.command_args"":""[\""/nodejs/bin/node\"",\""--require=./Instrumentation.js\"",\""/app/server.js\""]"",""container.id"":""83ba40a956f580429c9e0a1ce3c194b15644a37b14a64f2d41002bc7cd35b3dc"",""telemetry.sdk.version"":""2.2.0"",""service.name"":""frontend"",""process.pid"":""1"",""telemetry.sdk.name"":""opentelemetry"",""service.namespace"":""opentelemetry-demo"",""process.owner"":""nonroot"",""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.6.1,"{""name"":""@opentelemetry/instrumentation-dns"",""version"":""0.51.0"",""attributes"":{},""dropped_attributes_count"":null}",null
8152f86a9264ac1ebcdaa867facd5719,b001679208fdd53d,null,443b9054f1d68eae,769,GET,SPAN_KIND_SERVER,1761344581338000000,1761344581358745250,"{""http.target"":""/"",""net.host.name"":""frontend-proxy"",""net.host.ip"":""172.19.0.25"",""http.url"":""http://frontend-proxy:8080/"",""http.host"":""frontend-proxy:8080"",""http.scheme"":""http"",""http.user_agent"":""python-requests/2.32.4"",""net.peer.ip"":""172.19.0.27"",""net.transport"":""ip_tcp"",""http.flavor"":""1.1"",""net.peer.port"":""48786"",""http.method"":""GET"",""net.host.port"":""8080"",""http.status_text"":""OK"",""http.status_code"":""200""}",null,[],null,[],null,"{""message"":null,""code"":null}","{""attributes"":{""process.command"":""/app/server.js"",""os.type"":""linux"",""process.runtime.description"":""Node.js"",""host.name"":""docker-desktop"",""telemetry.sdk.language"":""nodejs"",""process.executable.name"":""/nodejs/bin/node"",""telemetry.sdk.name"":""opentelemetry"",""service.namespace"":""opentelemetry-demo"",""process.runtime.version"":""22.21.0"",""service.version"":""2.1.3"",""telemetry.sdk.version"":""2.2.0"",""process.runtime.name"":""nodejs"",""process.owner"":""nonroot"",""container.id"":""83ba40a956f580429c9e0a1ce3c194b15644a37b14a64f2d41002bc7cd35b3dc"",""process.pid"":""1"",""process.command_args"":""[\""/nodejs/bin/node\"",\""--require=./Instrumentation.js\"",\""/app/server.js\""]"",""host.arch"":""arm64"",""os.version"":""6.10.14-linuxkit"",""service.name"":""frontend"",""process.executable.path"":""/nodejs/bin/node""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.6.1,"{""name"":""@opentelemetry/instrumentation-http"",""version"":""0.207.0"",""attributes"":{},""dropped_attributes_count"":null}",null
d07a7dbab3bb3a22b445d7a036e534ab,d2206bbfa60e54c9,null,1d351c53109d12e4,257,GET,SPAN_KIND_SERVER,1761344582881000000,1761344582964992167,"{""http.method"":""GET"",""next.rsc"":""false"",""next.span_name"":""GET"",""next.span_type"":""BaseServer.handleRequest"",""http.status_code"":""200"",""http.target"":""/api/cart""}",null,[],null,[],null,"{""message"":null,""code"":null}","{""attributes"":{""process.runtime.version"":""22.21.0"",""service.version"":""2.1.3"",""process.command_args"":""[\""/nodejs/bin/node\"",\""--require=./Instrumentation.js\"",\""/app/server.js\""]"",""process.runtime.name"":""nodejs"",""telemetry.sdk.name"":""opentelemetry"",""service.namespace"":""opentelemetry-demo"",""process.runtime.description"":""Node.js"",""os.type"":""linux"",""process.command"":""/app/server.js"",""process.executable.path"":""/nodejs/bin/node"",""host.arch"":""arm64"",""os.version"":""6.10.14-linuxkit"",""service.name"":""frontend"",""process.pid"":""1"",""host.name"":""docker-desktop"",""telemetry.sdk.language"":""nodejs"",""telemetry.sdk.version"":""2.2.0"",""process.executable.name"":""/nodejs/bin/node"",""container.id"":""83ba40a956f580429c9e0a1ce3c194b15644a37b14a64f2d41002bc7cd35b3dc"",""process.owner"":""nonroot""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.6.1,"{""name"":""next.js"",""version"":""0.0.1"",""attributes"":{},""dropped_attributes_count"":null}",null
d07a7dbab3bb3a22b445d7a036e534ab,1256b2cc9bac5a5f,null,d2206bbfa60e54c9,257,executing api route (pages) /api/cart,SPAN_KIND_INTERNAL,1761344582883000000,1761344582965526626,"{""http.status_code"":""200"",""next.span_type"":""Node.runHandler"",""next.span_name"":""executing api route (pages) /api/cart""}",null,[],null,[],null,"{""message"":null,""code"":null}","{""attributes"":{""process.command"":""/app/server.js"",""service.version"":""2.1.3"",""process.pid"":""1"",""process.executable.path"":""/nodejs/bin/node"",""telemetry.sdk.language"":""nodejs"",""process.command_args"":""[\""/nodejs/bin/node\"",\""--require=./Instrumentation.js\"",\""/app/server.js\""]"",""process.executable.name"":""/nodejs/bin/node"",""process.owner"":""nonroot"",""host.name"":""docker-desktop"",""telemetry.sdk.version"":""2.2.0"",""os.version"":""6.10.14-linuxkit"",""telemetry.sdk.name"":""opentelemetry"",""os.type"":""linux"",""process.runtime.description"":""Node.js"",""container.id"":""83ba40a956f580429c9e0a1ce3c194b15644a37b14a64f2d41002bc7cd35b3dc"",""process.runtime.name"":""nodejs"",""process.runtime.version"":""22.21.0"",""service.namespace"":""opentelemetry-demo"",""host.arch"":""arm64"",""service.name"":""frontend""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.6.1,"{""name"":""next.js"",""version"":""0.0.1"",""attributes"":{},""dropped_attributes_count"":null}",null
8152f86a9264ac1ebcdaa867facd5719,4b6321a47f8e51ec,null,0990ad62831df704,257,render route (pages) /,SPAN_KIND_INTERNAL,1761344581343000000,1761344581352230250,"{""next.span_name"":""render route (pages) /"",""next.span_type"":""Render.renderDocument"",""next.route"":""/""}",null,[],null,[],null,"{""message"":null,""code"":null}","{""attributes"":{""process.executable.name"":""/nodejs/bin/node"",""host.name"":""docker-desktop"",""os.type"":""linux"",""process.executable.path"":""/nodejs/bin/node"",""process.runtime.name"":""nodejs"",""process.command_args"":""[\""/nodejs/bin/node\"",\""--require=./Instrumentation.js\"",\""/app/server.js\""]"",""service.version"":""2.1.3"",""host.arch"":""arm64"",""process.command"":""/app/server.js"",""process.runtime.version"":""22.21.0"",""service.name"":""frontend"",""telemetry.sdk.version"":""2.2.0"",""telemetry.sdk.name"":""opentelemetry"",""container.id"":""83ba40a956f580429c9e0a1ce3c194b15644a37b14a64f2d41002bc7cd35b3dc"",""process.pid"":""1"",""os.version"":""6.10.14-linuxkit"",""telemetry.sdk.language"":""nodejs"",""service.namespace"":""opentelemetry-demo"",""process.runtime.description"":""Node.js"",""process.owner"":""nonroot""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.6.1,"{""name"":""next.js"",""version"":""0.0.1"",""attributes"":{},""dropped_attributes_count"":null}",null
88d2aa489173341d5f36fe17f8680e3a,3d26f91dfafe22e3,null,690646b1470ece3a,256,resolveBoolean,SPAN_KIND_INTERNAL,1761344588089221427,1761344588089228052,{},null,[],null,[],null,"{""message"":null,""code"":null}","{""attributes"":{""service.name"":""flagd"",""service.version"":""v0.12.8"",""telemetry.sdk.language"":""go"",""process.runtime.version"":""go1.24.5"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.37.0"",""os.description"":""Debian GNU/Linux Debian GNU/Linux 12 (bookworm) (Linux be1351b698ab 6.10.14-linuxkit #1 SMP Tue Oct 14 07:32:13 UTC 2025 aarch64)"",""os.type"":""linux"",""host.name"":""docker-desktop"",""service.namespace"":""opentelemetry-demo""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.34.0,"{""name"":""jsonEvaluator"",""version"":null,""attributes"":{},""dropped_attributes_count"":null}",null
